Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
Boosty-11274,329,"4,420",3.28,3.74,56.9%,29.78,29.78,"11,028.94",751.92,2.45,1.03,908.63,863,"2,024","4,323","2,812,380","7,593",19,132,"2,317"
Hoon-31856,966,"4,512",4.70,5.50,56.6%,22.25,22.25,"7,670.91",277.00,2.02,0.42,696.36,35,318,418,"406,558","1,179",9,24,251
Ezire-1423,"1,395","4,448",3.41,4.47,53.0%,27.33,27.33,"10,383.88","1,250.33",2.23,1.70,845.95,418,"1,850","2,728","2,097,544","5,520",13,101,"1,617"
milkyman-21932,"1,066","4,448",2.40,2.87,48.5%,22.09,22.09 ,"8,669.24",384.06,1.92,0.56,755.31,38,263,305,"286,085",729,4,15,304
MightyMoose-21693,240,"4,507",3.73,4.96,53.7%,25.80,25.80,"8,700.11","2,781.16",2.12,3.82,716.65,699,"4,342","5,173","4,002,051","11,866",148,171,"3,181"
iRocket-2113,"1,208","4,309",2.66,3.33,51.6%,23.16,23.16,"8,872.05",635.01,1.81,0.83,693.22,105,"1,344","1,429","1,357,423","3,543",19, 77,"1,331"
Tehpwnzorr-1690,"1,493","4,446",2.92,7.07,57.8%,19.07,19.07,"5,885.83","8,444.24",1.52,11.25,470.53,42,544,400,"417,894","1,354",7,16,463
Skairipa-2391,"1,374","4,302",2.33,6.85,53.1%, 17.92,17.92,"5,380.95","10,450.94",1.44,13.99,432.06,208,"1,996","1,617","1,651,952","5,501",14,45,"2,361"
ChoccyMilk-2185,999,"4,445",2.48,6.09,57.1%,17.24,17.24,"5,351.26","7,555.46",1.40,10.23,434.65,213,972,886,"797,337","2,569",24,14,"1,037"
zappis-21285,920,"4,444",4.33,6.17,59.5%,26.57,26.57,"8,766.50","2,849.62",2.18,3.90,719.76,38,400,395,"368,193","1,116",13,17,258
Grahl-2963,"1,163"," 4,481",2.58,3.46,54.4%,23.93,23.93,"8,426.85","1,934.11",1.97,2.66,695.30,389,"1,196","1,842","1,331,443","3,781",40,51,"1,467"
Gustav-22956, 911,"4,443",4.12,11.68,58.6%,20.62,20.62,"5,753.86"," 10,905.21",1.57,13.82,437.59,18,247,138,"166,862",598,16,3,145
SliccBoy69-2365,221,"4,443",3.48,3.56,58.4%,30.80,30.80,"14,597.15 ",152.80,2.51,0.21,"1,190.36",381,"1,421","2,667","1,999,809","4,219",0,133,"1,213"
Horrockskid-2829,509,"4,471",2.05,5.01,59.7%,17.84,17.84,"4,424.04","8,465.90",1.46,11.54,361.89,38,562,284,"296,411 ","1,195",58,10,582
Bezpalivo-2209,"1,087","4,444",2.48,6.66,61.5%,16.43,16.43,"4,091.24","9,721.20",1.40,13.80,348.50,40,637,435,"445,945","1,791",6,15,722
ChoiSehwan-31338,771,"4,440",3.31,4.64,51.6%,24.29,24.29,"10,499.42","1,671.47",1.89,2.16,815.10,67,433,651,"650,964","1,506",6,27,455
Roten-2259,"1,339","4,414",4.23,5.45,53.4%,31.47,31.47,"10,617.94",552.59,2.43,0.71,821.30,302,"3,188","3,276","2,941,169","8,718",12,202,"2,061"
SupaSoldier-21953,88,"4,439",2.99,3.73,59.6%,25.81,25.81,"9,866.88","1,191.75",2.24,1.72,855.13,102,466,682 ,"513,078","1,342",2,28,449
Pugz-11888,"1,069","4,438",3.42,5.12,62.9%,28.40,28.40,"10,051.29","3,236.51",2.27,4.32,804.38,97,293,489,"351,795",994,2,11,291
SuperPlouk-2778,"1,110","4,438",3.53,4.12,55.4%,24.84,24.84,"9,252.06",183.51,2.02,0.25,750.85,48,931,717,"767,921","2,062",18,44,584
Zerggy-21777,"1,331","4,437",3.33,3.88,59.2%,32.82,32.82,"12,961.27","1,171.88",2.41,1.43,952.13,310,948,"1,623","1,270,204","3,216",2,35,965
Jellis-1915,823,"4,436",2.78,3.54,54.8%,25.29,25.29,"8,956.74","1,245.57",2.13,1.75,753.21,302,902,"1,403","1,030,025","2,908",7,45,"1,047"
Samito-11202,731,"4,345",3.16,4.30,53.2%,26.54,26.54,"9,586.66","1,984.88",2.18,2.72,787.03,465,"1,827","2,606","1,926,918","5,335",19,99,"1,690"
Rammy-11616,"1,887","4,158",1.93,4.53,50.8%,17.98,17.98,"4,581.67","8,052.14",1.42,10.60,362.05,163,"2,089",983,"1,127,091","4,422",180,39,"2,290"
MarkNuttKOA-1370,"1,387","4,435",2.12,5.14,55.7%,18.53,18.53,"5,926.33","8,219.27",1.42,10.51,454.48,38,641,412,"468,180","1,464",2,13,691
Matman909-1921,"1,362","4,410",2.56,3.24,52.8%,21.90,21.90,"8,094.17",573.15,1.79,0.78,661.97,101,"1,511","1,326","1,303,161","3,526",30,83,"1,379"
Rubikon-2275,"1,167","4,434",2.76,6.30,51.3%,21.12,21.12,"7,376.87","7,271.87",1.67,9.57,582.24,215,"1,523","1,427"," 1,453,244","4,161",11,38,"1,506"
LeVraiGotaga-2350,114,"4,439", 3.51,4.85,57.6%,25.32,25.32,"10,101.24","2,870.78",2.05,3.87,816.53,139,493,743,"595,973","1,494",4,21,426
Duri-31327,872,"4,433",3.42,6.30,52.2%,21.32,21.32,"7,426.59","4,294.92",1.76,5.91,613.16,78,797,782,"839,205","2,409",17,34,704
Cloneman16-1738,"1,954","4,432",2.92,3.60,53.7%,24.65,24.65,"9,807.28",513.48,2.01,0.70,798.40,47,696,851,"804,197","2,021",16,54,693
SKIPAH-2830,"1,518","4,432",2.89,3.85,53.6%,26.25,26.25,"9,575.94","1,845.91",2.00,2.34,728.89,330,"1,168","1,464","1,196,992","3,281",13,41,"1,135"
iRemiix-1650,"1,331","4,432",3.56,3.95,52.6%,28.92,28.92,"9,218.58",521.11,2.25,0.68,716.71,22,387,426,"350,306","1,099",12,28,309
MATTH-21569,998,"4,430",2.89,3.19,55.0%,29.24,29.24,"12,151.09",325.13,2.47,0.46,"1,025.79",273,976,"1,861","1,348,771","3,246",11,83,"1,123"
eqo-21439,489,"4,428",3.95,4.85,57.5%,31.28,31.28,"10,418.06",792.68,2.55,1.08,848.32,157,451,791,"489,649","1,470",2,28,372
Decode-21679,797,"4,428",3.80,5.40,64.1%,27.14,27.14,"9,834.22",441.75,2.19,0.59,793.97,51,675,566,"629,390","1,737",6,43,457
Txao8-2676,682,"4,507",4.24,5.24,56.8%,28.66,28.66,"10,133.01",550.21,2.39,0.76,844.17,232,"1,459","1,778","1,499,686","4,242",10,69,"1,001"
Ojee-11919,"1,593","4,460",2.90,6.89,56.2%,21.91,21.91,"6,326.97","8,742.59",1.74,11.60,503.71,184,"2,468","1,570","1,689,302","5,849",120,70,"2,019"
kalios-31368,"1,285","4,427",3.78,4.85,55.3%,23.98,23.98,"8,639.07","1,553.23",1.91,2.06,687.96,101,657,769,"812,073","2,254",5,38,597
DEF-31371,691,"4,426",2.79,3.40,60.0%,21.35,21.35,"7,836.15","2,200.15",1.78,3.06,653.01,6,199,162,"156,723",427,3,2,153
Jalf-2555,"1,323","4,426",2.20,6.53,53.9%,16.14,16.14,"4,120.41","11,608.79",1.26,15.16,322.88,62,"1,100",696,"696,349","2,727",21,29,"1,241"
Kellex-21406,850,"4,425",1.89,5.06,52.2%,16.09,16.09,"4,921.17","9,660.35",1.23,12.34,377.29,13,133,112,"113,187",370,3,3,196
nemui-11418,393,0,2.75,7.85,63.3%,20.87,20.87,"6,497.17","6,480.97",1.69,8.72,524.67 ,51,158,247,"194,915",626,3,11,228
jack22-11757,929,"4,425 ",2.38,5.79,56.7%,20.37,20.37,"6,569.12","8,172.60",1.51,10.08,486.13,38,819,503,"591,221","1,833",12,22,769
Codargo-1945,"1,568","4,423",3.01,8.58,73.3%,20.07,20.07,"5,655.27","7,822.60",1.71,11.13,482.76,7,125,68,"84,829",301,20,5,100
Shadowburn-11600,"1,056","4,422",2.43,3.33,54.7%,22.50,22.50,"8,809.53","1,281.75",1.98,1.88,774.21,435,864,"1,678","1,321,430","3,375",9,40,"1,390"
Dove-11103,"1,208","4,436",3.44,4.64,56.3%,28.93,28.93,"10,791.11","1,007.51",2.22,1.29,826.59,171,740,894,"766,169","2,054",2,53,597
TornPlanet-1631,737,"4,253",2.74,3.26,48.1%,23.34,23.34,"8,212.59",717.35,1.85,0.95,649.70,123,"1,308","1,304","1,108,699","3,151",26,64,"1,149"
mL7-21877,"1,272","4,421",2.78,7.87,57.0%,17.85,17.85,"3,938.69","11,738.15",1.44,15.80,318.07,38,523,356,"338,727","1,535",8,10,553
freed0m-11501,"1,130","4,360",3.17,5.43,56.0%,23.51,23.51,"8,492.64","4,063.14",1.90,5.47,685.75,272,"1,687","1,681","1,562,646","4,325",8,61,"1,366"
Dhevin-21820,"1,062","4,421",2.09,6.51,55.6%,15.33,15.33,"3,858.51","11,502.27",1.20,15.05,302.85,16,374,215,"243,086",966,3,4,462
MT1Krystal-4708,414,"4,429",2.94,4.49,54.9%,25.16,25.16,"10,804.55","2,706.45",2.01,3.61,864.11,239,"1,007","1,599","1,437,005","3,346",9,46,"1,138"
Apply-11889,"1,363","4,420",3.62,5.36,53.9%,26.95,26.95 ,"9,584.82","2,201.31",2.17,2.95,770.69,64,339,490,"373,808","1,051",9,14,290
Crow-22602,971,"4,420 ",2.61,3.10,55.5%,25.50,25.50,"9,048.48","1,048.65",2.03,1.39,719.42,689,"1,659","2,891","1,909,230","5,381",46,53,"2,065"
Haksal-31524,760,"4,423",3.52,5.14,61.0%,26.04,26.04,"9,329.81","2,264.53",2.16,3.13,774.16,78,551,975,"718,395","2,005",6,48,570
Bernhoft-21578,"3,287","4,420",2.31,3.64,53.5%,21.51,21.51,"7,678.80","3,449.18",1.77,4.72,630.64,184,891,"1,047","875,383","2,452",18,45,"1,063"
Mac-1512,"1,257","4,507",2.73,6.32,57.6%,20.46,20.46,"5,422.22","8,042.20",1.64,10.75,434.72,59,"1,051",671,"677,778","2,558",60,29,938
Veg-11480,"1,545","4,419",2.51,4.68,54.4%,21.11,21.11,"7,287.97","4,098.16",1.73,5.59,596.06,177,"2,974","2,102","2,251,982","6,522",25,105,"2,600"
Signify-21137,"1,661","4,326",2.71,3.99,49.7%,24.04,24.04,"8,864.42","2,540.95",1.92,3.38,707.02,370,"2,929","3,151","2,818,885","7,645",20,148,"2,821"
UltraViolet-11810,"1,183","4,419",2.24,6.70,53.5%,15.81,15.81,"4,042.01","11,029.26",1.29,15.04,330.61,35,489,324,"347,613","1,360",3,14,608
Bio-11287,895,"4,419",2.54,4.09,56.3%,22.42,22.42,"7,626.55"," 4,661.84",1.75,6.06,594.89,101,519,662,"488,099","1,435",13,17,566
Insomniaq-1945,"1,474","4,343",2.25,5.63,48.3%,18.07,18.07,"4,882.25","9,152.05",1.42,12.03,384.92,19,398,285,"292,935"," 1,084",10,13,482
Duckeeh-1554,"1,266","4,305",3.09,4.59,52.0%,25.98,25.98,"9,624.37","1,460.99",2.12,1.98,783.66,190,"1,497","1,542","1,424,407","3,845",14,93,"1,244"
Marcel-12212,837,"4,475",3.04,3.96,52.3%,26.16,26.16,"9,719.69","1,622.08",2.09,2.16,777.10,343,927,"1,492","1,059,446","2,851",5,34,938
ecLipse-22995,618,"4,405",1.91,5.82,53.3%,15.43,15.43,"4,181.20","10,176.03",1.31,14.40,354.89,6,183,123,"125,436",463,2,5,243
Elk-11188,260,"4,416",2.86,3.40,62.1%,25.14,25.14,"8,203.66",934.59,2.43,1.51,793.02,75,261,374,"237,906",729,3,9,255
emore25-2303,916,"4,416",2.59,3.09,53.1%,25.99,25.99,"10,406.41","1,052.96", 2.07,1.39,827.14,768,"1,657","2,990","2,154,127","5,379",6,82,"2,080"
hoonmaru-1324,"1,558","4,416",2.75,4.51,57.5%,21.26,21.26,"7,365.61","3,521.39",1.76,4.86,609.91,103,927,907,"883,873","2,551",13,38,928
Herkkukurkku-21689,564,"4,268",2.62,3.23,49.8%,24.39,24.39,"9,059.90","1,089.24",1.93, 1.44,716.54,677,"2,160","3,456","2,455,234","6,610",29,75,"2,526"
rizon-21598,254,"4,414",2.83,3.10,57.4%,26.35,26.35,"9,442.09",573.35,2.30,0.83,823.16,464,477,"1,256","642,062","1,792",0,8,633
HarryHook-2309,683,"4,413",2.95,6.71,51.3%,20.57,20.57,"6,791.40","8,310.46",1.64,11.07,542.69,114,839,813,"781,011","2,365",11,18,802
Chopt-1979,"1,765","4,338",2.31,6.45,52.1%,19.02,19.02,"5,058.41","9,833.21",1.50,12.91,398.49,72,"2,065","1,141"," 1,224,135","4,602",42,64,"1,989"
Manoxi-2879,"1,411","4,417",2.44,7.59 ,54.5%,17.51,17.51,"5,476.22","10,380.75",1.51,14.97,473.72,16,432,217,"301,192",963,6,11,394
KingHydron-1900,"1,274","4,360",2.34,2.89,52.8%,25.43,25.43,"8,819.46","1,104.54",2.00,1.45,693.23,"1,208","2,868","4,798","3,307,298","9,538",55,135,"4,076"
HEOJUNHO-3815,"1,139","4,413",2.77, 4.17,51.9%,20.30,20.30,"8,303.28","1,945.02",1.72,2.74,702.03,258,779,"1,179","1,087,730","2,659",5,33,960
Phatt-2158,"1,079","4,400",2.65,6.35,54.8%,23.02,23.02,"6,911.31","7,785.98",1.80,10.15,540.45,41,336,291,"290,275",967,15,9,365
IvanKendrick-2983,344,"4,149",2.61,5.48,42.6%,20.76,20.76,"6,180.75","7,345.31",1.60,9.43,475.98,74,560,414,"420,291","1,412",22,12,541
Samaritan-11575,809,"4,427",3.04,4.81,60.3%,22.85,22.85,"6,915.97","3,437.71",1.89,4.73,570.52,31,618,536,"470,286 ","1,554",4,37,511
ddx-11435,"2,068","4,411",2.52,6.80,57.7%,18.28,18.28,"4,783.70","10,387.41",1.47,13.91,384.38,56,879,536,"530,991","2,029",8,19,805
Frayu1600-2528,"1,349","4,430",3.09,8.15,54.2%,21.51,21.51,"6,294.22","11,320.12",1.70,14.87,496.10, 49,518,379,"371,359","1,269",8,16,411
Lisugau-11485,957,"4,410",3.04,4.39,52.0%,27.02,27.02,"10,470.17","1,367.06",2.07,1.74,800.22 ,302,"1,217","1,513","1,308,771","3,378",3,47,"1,111"
JSugarPapa-1291,"1,143","4,410",3.06,3.85,52.5%,27.79,27.79,"9,940.87","1,294.26",2.22,1.73,795.27,"1,163","8,105","8,423","7,157,425","20,008",120,353,"6,542"
J3sus-11941,"2,454","4,410",3.01,3.67,54.3%,26.50,26.50,"10,555.18","1,354.27",2.12,1.80,843.05,"1,339","4,008","6,104","4,686,499","11,768",37,184,"3,912"
Ziro-11848,730,"4,410",3.44,4.08,55.4%,27.60,27.60,"9,519.49",802.92,2.15,1.04,741.02,62,698,692,"618,767","1,794",23,27,522
ArHaN-31659,"1,015","4,410",2.85,3.34,53.7%,26.89,26.89,"10,237.36",959.93,2.31,1.37,879.36,333,"1,050","1,918","1,371,806","3,603",15,49,"1,265"
serg37tds-2519,"1,158","4,336",3.76,5.27,50.3%,25.54,25.54,"9,264.61","1,263.51",2.10,1.73,761.58,167,"1,644","1,568","1,454,543","4,010",11,66,"1,067"
Lynn-12433,336,"4,409",2.46,4.23,53.7%,23.52,23.52,"8,233.88","3,268.39",1.85,4.30,649.21,138,"1,163","1,204","1,012,767","2,893",7,71,"1,176"
SKYQUAKE-11347,317,"4,428",2.72,3.16,50.0%,19.56,19.56,"8,530.02",294.23,1.65,0.41,719.12,25,321,365 ,"409,441",939,11,30,345
Nostalgia-11551,945,"4,409",4.83,6.86,51.4%, 28.06,28.06,"9,763.93"," 1,622.48",2.26,2.17,785.26,131,"1,459","1,450","1,406,006","4,040",9,100,837
npr-11185,101,"4,409",2.58,2.94,58.9%,24.89,24.89,"9,910.78",807.78,2.34,1.26,930.22,461,765,"1,767","1,060,453","2,663",5,44,"1,034"
Jolly-21138,106,"4,409",2.93,4.67,55.0%,25.53,25.53,"9,738.81","1,754.66",2.15,2.46,818.95,150,"1,218","1,181","1,081,008","2,834",4,72,967
Symmetroll-2434,"1,854","4,408",1.08,7.58,57.1%,6.49,6.49,"1,519.88","12,351.29",0.53,16.81,124.12,13,124,110,"74,474",318,19,2,295
MOHCTP-2945,"1,282","4,408",2.78,6.10,52.9%,20.36,20.36,"5,666.89","6,428.94",1.67,8.79,464.86,42,741,454,"493,019","1,771",49,19,638
R3ap3r-11331,372,"4,408",2.38,2.38,54.4%,26.04,26.04,"10,152.76","1,344.02",2.11,1.82,822.82,209,827,"1,350","934,054","2,396",0,65,"1,005"
AntBeLike-1180,820,"4,400",1.81,1.85,57.1%,23.24,23.24,"9,521.40",117.68,1.86,0.16,760.20,446,692,"1,655 ","1,133,047","2,766",33,41,"1,525"
FahL-21843,792,"4,408",2.69,5.01,53.5%,23.34,23.34,"8,056.66","6,017.06",1.75,7.50,602.68,77,725,685,"692,873","2,007 ",12,25,746
BloinkFan1-2453,788,"4,415",2.44,3.50,57.3%,23.35 ,23.35,"8,746.65","2,582.59",1.89,3.49,708.53,174,690,962,"717,225","1,915",6,13,785
Pistalshot-1790,955,"4,464",3.51,5.33,55.1%,26.36,26.36,"9,242.76","2,560.11",2.14,3.46,749.66,181,969,"1,252","988,975","2,821",11,47,804
Badges-11173,746,"4,407",2.76,4.52,52.8%,23.52,23.52,"8,336.48","3,717.58",1.87,4.92,662.32,96,940,947,"883,667","2,493",16,47,902
Yoshio-2798,"1,367",0,2.79,7.46,55.1%,19.38,19.38,"5,262.09","10,501.26",1.54,13.87,416.87,27,571,301,"363,084","1,337",36,11,480
Coluge-1285,388,"4,406",5.38,7.55,56.4%,30.07,30.07,"11,876.82",296.74,2.44,0.40,961.88,284,"3,663","3,554","3,895,596","9,863",27,253," 1,834"
Smqcked-11216,647,"4,434", 2.72,3.43,54.7%,23.03,23.03,"8,362.41",773.47,2.00,1.12,725.39,128,553,709,"535,194","1,474",5,22,541
leave-4369,180,"4,405",2.60,3.11,54.8%,25.64,25.64,"9,611.18",939.35,2.13,1.30,799.41,"1,850","3,415","7,505","5,036,259","13,433",33,153,"5,159"
Geguri-31531,837,"4,405",4.21,5.21,53.7%,24.05,24.05,"9,562.14",352.03,2.01,0.49,799.70,294,"2,121","2,882","2,973,825","7,480",31,130,"1,778"
Sadura-21942,"1,593","4,405",1.40,5.21,51.9%,11.90,11.90,"3,841.70","8,845.07",0.99,12.32,321.08,72,"1,879","1,077","1,310,021","4,059",11,92,"2,905"
zokeS-21604,"1,822","4,414",3.00,4.49,55.6%,25.31,25.31,"9,870.11","1,304.81",2.02,1.74,789.81,43,331,374,"355,324",911,4,25,304
Recry-31237,641,"4,405",2.78,3.51,57.6%,23.91,23.91,"9,195.42","1,512.70", 1.79,1.89,689.29,96,220,419,"303,449",789,9,4,284
Hidan-2374,"1,023","4,404",2.67,6.57,63.9%,20.29,20.29,"6,160.28","8,445.39",1.63,11.31,494.88,53,550,466,"443,540","1,461",3,18,548
Eddan-21253,242,"4,404",2.79,5.60,54.2%,21.18,21.18,"6,897.68","5,713.11",1.73,7.80,564.87,311,"1,628","1,699","1,476,104","4,533",19, 43,"1,622"
CreativeSelf-21811,705,"4,404",3.13,4.08,51.1%,29.38,29.38,"11,518.36",874.92,2.36,1.17,923.87,719,"2,103","3,734","2,660,742","6,787",11,154,"2,165"
LockL34r-21158,67,"4,295",3.61,5.15,55.0%,24.78,24.78,"9,801.12","2,797.70",2.04,3.84,807.51,197,953,"1,313","1,068,322","2,701",3,43,748
Snow-11120,"1,216","4,404",2.49,6.96,52.1%,17.25,17.25,"5,162.56","9,317.14",1.41,12.68,421.41,102,"1,190",934,"980,887","3,278",10,29,"1,315"
Shaman-2881,"1,309","4,404",2.33,5.98,56.8%,19.45,19.45,"4,932.55","9,061.36",1.63,12.65,413.21,33,297,262,"217,032",856,6,5,368
Teemo-22841,"2,539","4,456",2.60,2.97,55.4%,23.07,23.07,"8,526.64", 155.66,1.89,0.21,698.03,151,"1,983","2,077","1,892,914","5,121",56,115,"1,966"
Roolf-1732,677,"4,403",2.44,6.98,55.6%,17.37,17.37,"4,924.75","10,200.05",1.52,14.88,430.92,72,397,347,"310,259","1,094",4,7,449
iTzMaThPr0-1485,859,"4,403",2.63,5.56,51.9%,19.72,19.72,"4,691.91","7,749.24",1.72,11.24,408.15,47,354,269,"253,363","1,065",39,9,405
TerenZ-2268,"1,025","3,036",2.26,2.47,42.1%,21.84,21.84,"8,563.89",252.37,1.92,0.37,751.86,51,116,220,"162,714",415,4,2,184
HellFull-1162,970," 4,378",2.22,4.21,51.3%,19.14,19.14,"6,410.68","5,262.08",1.57,7.18,524.58,146,"1,590","1,432","1,461,635","4,364",33,63,"1,968"
OstrichLover-21684,123,"4,346",2.65,3.14,59.5%,28.03,28.03,"10,500.24","1,049.38",2.13,1.33,798.97,351,"1,074","1,770","1,218,028","3,251",5,48,"1,229"
BoneCrusher9-11987,"1,325","4,303",3.38,5.09,49.9%,24.57,24.57,"8,415.28"," 2,466.90",2.00,3.35,685.15,479,"3,504","3,967","3,425,018","10,002",54,146,"2,962"
dridro-2407,"1,312","4,402",2.27,6.95,51.2%,16.17,16.17,"4,295.71","10,050.93",1.30,13.45,344.81,65,757 ,610,"545,555","2,053",16,19,903
CrispDrinker-1687,166,"4,319",2.84,5.71,51.6%,20.81,20.81,"6,718.98","5,571.55",1.71,7.61,550.53,59,731,564,"611,427","1,894",20,20,667
Aether-12627,"1,095","4,402",3.66,4.79,55.9%,27.44,27.44,"9,764.00","1,312.63",2.23,1.78,793.51,174,454,852,"576,076 ","1,619",5,25,442
Skyver-11497,725,"4,401",3.59,5.02,62.9%,31.01,31.01,"9,860.94","1,212.90",2.58,1.68,821.75,177,698,"1,067","690,266","2,171",2,63,604
wakerider-11168,950,"4,401",2.28,3.39,51.9% ,20.69,20.69,"7,499.28","1,795.71",1.73,2.50,625.30,67,"1,177","1,032","997,404","2,752",26,56,"1,206"
BadLucio-1871,104,"4,401",2.56,6.07,54.9%,20.06,20.06,"5,541.18","8,674.33",1.71 ,12.29,471.00,46,369,279,"282,600","1,023",20,7,399
Brandito-1915,869,"4,401",2.53,2.66,52.9%,26.47,26.47,"9,745.82",304.25,2.25,0.43 ,828.40,193,364,785,"497,037","1,350",20,13,534
Harzeck-11265, 824,"4,304",4.85,6.35,50.0%,28.93,28.93,"9,519.58",451.37,2.39,0.62,785.34,47,792,766,"799,645","2,430",5,68,501
rhysk-11357,"1,244","4,401",3.55,4.14,64.7%,28.49,28.49,"12,640.45",466.78,2.69,0.73,"1,193.82",78,558,741,"644,663","1,453",8,50,409
mL12-21728,54,"4,300",2.98,7.90,52.1%,18.95,18.95,"4,860.71","10,411.26",1.56,14.32,401.04,38,457,392,"354,832","1,383",10,17,464
Jona-2933,"1,306","4,400",3.26,4.39,54.0%,25.52,25.52,"9,387.92","1,125.62",2.08,1.53,766.72,905,"3,309","4,631","3,633,124","9,878",15,113,"3,032"
Gammel-21231,504,"4,200",2.15,6.19,51.4%,16.74, 16.74,"4,282.07","11,632.21",1.31,15.15,334.66,12,489,236,"299,745","1,172",12,9,545
DEMON-14626,"1,238","4,382",3.77,5.01,55.1%,24.96,24.96,"8,679.80","1,062.55",2.06,1.46,715.17,84,980,902,"850,620 ","2,446",13,46,649
top500smurf-2629,"1,026","4,399",2.88,4.39,53.6%,22.82,22.82,"6,732.75","2,585.79",1.93, 3.64,569.31,8,302,211,"188,517",639,2,12,222
volodins-2770,754,0,2.93,4.22,54.7%,24.42,24.42,"8,665.24","2,380.38",2.02,3.29,717.79,487,"1,863","2,294","1,741,714","4,908",2,55,"1,677"
rugob-21283,55,"4,398",2.98,3.68,51.6%,23.99,23.99,"8,656.32",588.39,1.97,0.81,712.51,87 ,782,938,"822,350","2,279",21,49,766
Kashir-11928,330,"4,410",2.78,4.82,54.5%,23.26,23.26,"8,274.34","4,016.63",1.89,5.43,671.46,428,"2,348","2,883","2,399,560","6,744",43,97,"2,426"
UNIC-11742,375,"4,194",1.97,3.88,44.6%,15.80,15.80,"6,172.31","5,864.29",1.27,7.87,496.92,96,343,439,"401,200","1,027",2,5,521
jindol-31557,476,"4,396",3.72,4.80,59.2%,23.08,23.08,"8,149.84","1,514.08",2.01,2.20,711.12,80, 371,588,"399,342","1,131",4,9,304
Poko-2323,"1,055","4,396",4.45,6.15,56.0%,28.16,28.16,"11,766.40",123.37,2.31,0.17,964.64,175,"1,313","1,539","1,659,063","3,970",18,98,892
Vexua-2492,273,"4,395",2.63,4.34,54.4%,22.04,22.04,"7,371.81","2,968.52",1.72,3.86,575.82,81,682,616,"582,373","1,741",5,35,662
Merz-2601,"1,262","4,395",4.71,6.41,51.9%,29.49,29.49,"10,724.64",843.27,2.35,1.12,853.78,196,"1,971","1,971","1,941,159","5,337",13,109,"1,134"
Leinahtan-11954,"1,151","4,382",2.66,3.50,55.1%,22.68,22.68,"8,043.40","1,179.39",1.83,1.59,648.96,208,"2,626","2,266","2,131,501","6,011",70,123,"2,257"
harbleu-1515,"1,360","4,394",3.65,5.35,55.0%,27.23,27.23,"11,023.75","1,438.51",2.23,1.97,904.06,395,"2,387","2,896","2,744,913","6,780",52,139,"1,858"
ProGi-2401,"1,349","4,435",2.94,4.02,53.3%,23.76,23.76,"8,786.17","2,192.81",1.92,2.95,708.14,116,989,"1,048","922,548","2,495",20,43,849
rob420-1447,"1,080","4,394",2.66,6.58,50.0%,19.50,19.50,"6,611.65","8,155.58",1.59,11.09,539.41,30,296,293,"264,466",780,2,9,293
Doserino-1499,487,"4,394",2.53, 3.52,58.7%,25.45,25.45,"9,038.28","2,367.56",1.99,3.09,708.37,229,718,994,"677,871","1,909",6,20,754
Frenchy-12312,456,"4,393",4.27,4.83,76.5%,27.86,27.86,"1,965.00","1,354.51",2.37,1.92,167.03,57,588,560,"100,215","1,421",12,13,333
WantedFN-1398,450,"4,393",2.93,3.07,52.6%,30.85,30.85,"11,711.43",319.94,2.52,0.44,957.06,657,"1,330","2,917","1,780,137","4,689",0,62,"1,602"
Valmaster-2112,867,"4,393",3.03,3.72,57.1%,27.07,27.07,"9,717.65",481.22,2.20,0.65,790.99,154,"1,590","1,928","1,652,001","4,602",37,82,"1,518"
Hqrdest-2539,"1,778","4,392",2.94,3.67,52.7%,29.18,29.18,"11,428.62",408.24,2.35,0.55,922.31,585,"1,715","2,740","2,102,867","5,369",4,122,"1,824"
NoNameDV-1742,970,"4,302",2.73,3.53,54.0%,25.15,25.15,"9,818.79","1,515.46",2.02,2.03,789.18,657,"1,785","2,991","2,199,409","5,634",9,62,"2,066"
illbethebest-2351,"1,735","4,391",3.32,6.24,55.6%,21.83,21.83,"8,374.81","4,909.55",1.86,6.98,714.84 ,399,"1,700","2,093","2,035,078","5,305",15,65,"1,599"
Ruchika-11306,"1,066","4,347",2.09,4.02,51.1%,19.09,19.09,"6,188.99","5,564.43", 1.57,7.63,509.06,488,"2,423","2,597","2,153,767","6,645",31,59,"3,185"
Tankio-2366,778,"4,391",4.00,5.60,53.9%,27.46,27.46,"9,283.97","1,181.12",2.12,1.52,716.66,65,"1,022",847,"826,273","2,444",4,61,611
Poko-2195,650,"4,390",2.92,4.02,60.3%,23.78,23.78,"7,788.13",871.75,2.08,1.27,681.46,31,667,634,"490,652","1,498",2,36,513
Derenecko-2339,"1,067","4,120",2.03,4.72,45.2%,16.61,16.61,"5,586.65","6,853.37",1.41,9.73,475.68,30,530,461,"469,279","1,395",3,20,688
Gingy-1109,"1,254","4,203",2.26,3.95,49.3%,20.40,20.40," 7,431.61","3,673.77",1.62,4.88,591.73,142,"1,167","1,061","1,055,289","2,897",21,44,"1,284"
DXtR-21116,664,"4,502",4.14,4.91,55.0%,28.37,28.37,"10,199.32",502.49,2.23,0.66,803.29,218,"1,172","1,467","1,336,111","3,716",15,50, 897
