"Battletags","Level","K/D","KDA","Win Pct","Kills/Game","Elim/Game","Damage/Game","Healing/Game","Elim/Min","Healing/Min","Damage/Min","Solo Kills","Obj kills","Final Blows","Damage Done","Elims","Environment Kills","MultiKills","Deaths","Games","GameTimeMin","Rating"
"YoCullen-1574",553,2.3,2.58,49.1,22.65,22.65,9837.14,549.77,1.93,0.78,839.15,565,2882,2737,2105148,4847,17,59,2105,214.000004066223,2508.66710361675,1787
"MildlyDazed-1336",577,2.11,4.28,57.1,17.52,17.52,4885.9,5485.14,1.46,7.62,407.4,22,185,112,102604,368,5,7,174,21.0000204670583,251.850760922926,2668
"Praze-2236",363,2.97,3.89,50.5,26.02,26.02,9458.85,3491.74,2.09,4.68,760.78,292,999,1207,993179,2732,3,27,921,104.999973569726,1305.47464444386,3149
"Mrjowijou-2606",292,2.72,2.74,48.3,23.76,23.76,6951.17,6.17,1.75,0.01,513.18,21,396,178,201584,689,3,4,253,29.0000100702472,392.813437780116,2222
"Realstaff-2348",513,1.87,2.1,33.3,19.53,19.53,8060.77,836.3,1.7,1.21,701.48,56,215,323,241823,586,16,5,314,29.9999875942373,344.732565433084,2131
"Baked-11646",1414,2.74,3.97,50,22.67,22.67,7352.89,3127.33,1.72,3.96,558.25,23,139,152,132352,408,4,13,149,17.9999972799811,237.083743842365,2553
"Blasha-11900",1690,2.43,5.54,49.6,18.83,18.83,5567.18,6537.5,1.57,9.09,464.47,243,4239,2786,2750189,9302,42,121,3830,494.000373618241,5921.13376536698,3030
"TAC-11786",224,2.1,2.56,46.9,20.16,20.16,0,3106.68,1.62,4.17,0,489,2641,2726,0,6230,38,90,2967,NA,NA,2613
"elyayo-11746",661,2.69,3.78,54.5,20.27,20.27,6225.24,1249.48,1.74,1.79,533.71,85,1480,859,890209,2899,19,21,1077,142.999948596359,1667.96387551292,2444
"Squid-12396",826,2.84,4.13,66.7,20.86,20.86,6950.19,4429.1,1.93,6.82,642.03,23,204,144,145954,438,15,9,154,21.0000014388096,227.332056134449,3486
"Reginka-21846",797,1.48,5.19,45.7,10.89,10.89,2854.94,10137.31,0.9,13.89,234.69,41,1007,441,499615,1906,4,11,1289,175.000175135029,2128.82951979207,2344
"Redzeoranger-1673",141,2.63,3.86,56.7,17.47,17.47,4826.83,2996.33,1.66,4.76,459.99,16,256,157,144805,524,0,4,199,30.000020717531,314.800321746125,1675
"Bagel-21748",483,2.32,2.7,49,21.88,21.88,8496.86,862.19,1.84,1.21,713.51,645,3458,3195,3262795,8401,20,84,3627,384.000089444807,4572.87914675337,2608
"BredStix-11826",851,2.13,3.27,45.8,16.95,16.95,5939.48,1961.62,1.51,2.91,528.01,1144,4628,4471,3670600,10473,53,110,4916,618.000228976274,6951.7622772296,978
"Gorgy-1985",488,2.08,2.48,51.1,18.88,18.88,7306.04,414.68,1.61,0.59,621.44,273,2116,2368,1958019,5059,36,84,2432,268.000038324455,3150.77722708548,2296
"showstopper4-11130",806,2.61,4.85,55.1,20.61,20.61,5718.71,4312.83,1.71,5.96,474.14,32,813,335,394591,1422,10,11,544,69.0000017486461,832.224659383305,2270
"Birdbrain-11530",523,2.56,3.65,47.6,20.57,20.57,5863.81,3026.24,2.4,5.88,684.11,27,216,153,123140,432,0,6,169,20.9999982946241,180.000292350645,1287
"FIREPOWER10-2892",334,2.2,2.87,51.1,21.6,21.6,7036.38,1945.14,1.78,2.67,579.54,225,2160,2042,1540968,4731,17,57,2147,219.000110852455,2658.95020188425,2670
"Marsaran-1369",760,2.64,4.58,51.3,20.26,20.26,6069.88,6195.86,1.62,8.26,485.79,70,703,469,473451,1580,7,22,599,78.000059309245,974.600135861175,2539
"TheDukester-21770",189,2.31,4.14,45.1,18.63,18.63,5650.98,5796.73,1.67,8.67,507.01,32,454,275,288200,950,6,10,411,51.0000035392091,568.430602946687,2099
"Cream-2959",411,3,4.92,70,25.04,25.04,6827.24,5263.26,2.09,7.31,568.94,31,604,385,341362,1252,9,20,417,50,599.996484690829,3321
"Szcyph-1786",163,2.88,3.11,50,24.58,24.58,9100.62,696.25,2.46,1.16,910.06,72,229,319,218415,590,2,12,205,24.0000131859148,240.000659297189,1728
"DonnyAbabwa-11538",299,1.82,5.1,49.8,14.57,14.57,4432.33,7363.42,1.18,9.94,359.05,114,1517,993,926358,3045,11,58,1671,209.000232383419,2580.02506614678,2380
"Glenn-22957",309,2.51,2.95,43.1,20.15,20.15,7421.2,1056.86,1.71,1.49,628.46,589,1223,2009,1395185,3788,6,12,1511,187.999919150542,2220.00604652643,2177
"Highrkey-1157",718,2.39,3.28,47.2,22.97,22.97,7641.73,2603.81,1.84,3.48,612.01,543,2123,2596,1879865,5650,27,53,2364,245.999924100956,3071.6246466561,2716
"WaffleAdvisr-1516",1001,1.97,4.06,51.4,17.63,17.63,4437.1,6779.36,1.45,9.28,364.52,73,1674,800,820864,3262,7,31,1657,185.000112686214,2251.90387358718,2955
"JooHeon-31224",469,2.36,4.24,50,17.91,17.91,6366.41,3442.32,1.56,4.99,553.89,7,182,123,140061,394,4,7,167,21.9999968585121,252.867897958078,3500
"Starpotato-1899",468,2.64,3.51,51.7,23.2,23.2,8155.25,1987.11,1.86,2.66,654.2,125,751,905,709507,2018,8,41,765,87.0000306550995,1084.54142464078,4015
"N3wpopo-2588",134,2.17,2.63,48.6,23.25,23.25,7941.36,1430.08,2.07,2.12,707.37,153,612,840,571778,1674,10,29,773,72.0000100738413,808.315308819995,2137
"Raelyni-1153",1081,3.01,4.72,37.1,20.46,20.46,6208.43,2292.97,1.71,3.19,518.29,19,316,247,217295,716,3,10,238,34.9999919464341,419.25369966621,3406
"CriminlCrnky-1618",178,1.82,4.69,38.1,12.45,12.45,3036.81,6261.6,1.25,10.44,303.68,13,574,212,255092,1046,0,9,576,83.9999868282836,840.002634351949,1768
"LittleJoe-11207",425,2.89,3.74,52.8,24.82,24.82,8992.95,1510.32,2.06,2.09,747.59,401,2234,2696,2095357,5782,27,63,2004,232.999961080624,2802.81571449591,3088
"Pyxis-11765",369,1.97,4.44,47.6,15.51,15.51,4970.23,5924.71,1.3,8.26,415.99,280,1633,1270,1148123,3583,21,23,1823,230.999973844269,2759.97740330296,2262
"Miraclehwip-1454",875,2.28,4.81,52.8,16.78,16.78,5178.85,6255.51,1.41,8.78,435.99,53,884,601,636999,2064,3,17,906,123.000086891878,1461.04039083465,4337
"Munken-2567",677,1.38,5.45,48.8,9.86,9.86,2628.26,9429.49,1.01,16.09,269.08,5,181,90,113015,424,5,2,307,42.999931513625,420.005202913632,3881
"terro-11831",866,2.61,5.01,51.9,21.98,21.98,6890.63,5155.46,1.85,7.25,581.02,58,433,428,372094,1187,3,21,455,53.9999970975078,640.415132009225,3944
"Top500kMercy-1328",62,1.74,2.59,26.7,18.83,18.83,7312.73,1908.07,1.48,2.5,574.55,23,307,219,219382,565,7,10,325,30.0000136747836,381.832738665042,2263
"soupsoup-11626",130,2.72,2.96,60,24.33,24.33,8099.2,862.87,2.05,1.21,682.77,61,141,216,121488,365,4,6,134,15,177.934004130234,1312
"Prophet-22237",599,2.64,3.69,51.4,20.43,20.43,6753.92,3470.86,1.85,5.25,612.61,49,294,332,249895,756,4,14,286,36.9999940775135,407.918577888053,1931
"Mhz-11244",363,2.27,2.58,47.3,18.2,18.2,6333.26,779.66,1.69,1.21,588.19,247,506,779,468661,1347,0,6,594,73.9999621048244,796.785052449039,2136
"Freeze-22992",436,2.14,2.85,43.6,18.9,18.9,7464.18,3358.74,1.64,4.85,647.21,58,332,345,291103,737,8,7,344,38.9999973205362,449.781369261909,2306
"FieryWasabi-11777",777,2.46,3.07,51.5,19.8,19.8,7285.82,816.06,1.62,1.12,597.31,61,1530,1324,1187589,3228,23,52,1312,163.00004666599,1988.2288928697,3027
"Dustylaser-2338",168,2.5,3.31,50,18.75,18.75,5321.92,1962.33,1.91,3.33,541.59,9,112,61,63863,225,2,3,90,11.9999924839156,117.917612954449,1883
"BredtoShred-1231",495,2.29,2.75,50,19.83,19.83,6924,1601.08,1.71,2.3,595.51,44,215,205,166176,476,6,5,208,24,279.048210777317,2598
"Bnzel-1160",319,2.98,3.56,49.7,24.89,24.89,7608.28,1244.49,2.04,1.7,625.05,466,1650,2223,1392315,4554,14,50,1526,182.99996845542,2227.52579793617,3005
"ValKia-3434",397,2.48,3.19,52.7,19.15,19.15,7350.91,2703.24,1.76,4.13,673.83,108,364,523,404300,1053,8,16,424,54.999993198121,600.002968107683,2308
"IceKingSimon-1184",299,3.26,5.79,55.8,21.9,21.9,5542.56,6940.31,1.9,10.02,480.36,56,607,351,288213,1139,3,8,349,51.9999783493548,599.993754683987,2180
"Frsoty-11948",194,2.46,3.21,61.3,17.9,17.9,6244.16,1420.87,1.54,2.04,538.26,27,316,238,193569,555,6,8,226,31.0000064059858,359.619886300301,2216
"NewGalaxy-1669",657,2.71,2.89,55.6,30.33,30.33,10319.3,424.22,2.32,0.54,789.63,99,295,461,278621,819,5,10,302,26.9999903094202,352.850069019667,2409
"Andromeda-12769",583,2.36,3,48.4,21.75,21.75,7373.64,1560.08,1.87,2.24,633.89,127,507,621,471913,1392,0,15,591,64.0000054247292,744.471438262159,2577
"tungast-2934",730,2.57,3.21,50.5,25.22,25.22,9143.23,1025.9,1.92,1.3,697.82,291,2021,2303,1865218,5145,26,97,2001,203.999899379103,2672.92138373793,3089
"Oats-11178",720,2.71,3.79,49.6,23.9,23.9,7472.91,2000.52,1.93,2.69,603.82,348,2196,2479,1793498,5736,20,69,2120,239.999946473328,2970.25272432182,2663
"Shiba-11531",92,2.02,7.16,73.3,12.67,12.67,3249.53,9844.6,1.02,13.27,262.84,3,82,38,48743,190,0,11,94,15.0000153868406,185.447420483945,3000
"Nellpls-2639",420,1.73,2.45,40,16.1,16.1,6824.2,2478.1,1.44,3.69,609.39,19,77,70,68242,161,3,2,93,10,111.984115262804,2147
"Ironbane-11905",810,2.74,3.78,48.5,23.72,23.72,7448.84,1672.44,1.88,2.21,591.42,41,696,550,506521,1613,6,18,588,67.9999838901091,856.448885732643,3703
"xaena-2102",1305,1.93,5.81,50,18.29,18.29,5325.09,6865.74,1.47,9.22,428.97,34,497,357,308855,1061,3,15,550,57.9999586861443,719.992074037811,4006
"Karan-21151",179,2.52,3.5,48.7,20.86,20.86,7184.22,2105.78,1.89,3.18,651.3,287,1447,1438,1120739,3254,47,35,1293,156.00009465189,1720.77230155074,1727
"Rinen-1375",471,2.48,2.73,51.3,27.25,27.25,11169.8,352.01,2.33,0.5,956.2,322,1031,1755,1262187,3079,4,56,1242,112.999964189153,1320.00313741895,3668
"Shinai-1774",687,2.96,3.42,25,19,19,6181.75,538.92,1.64,0.78,534.96,16,74,89,74181,228,3,5,77,12,138.66644235083,2892
"almaa-21880",674,2.83,5.29,30,20.4,20.4,5987.2,4756.3,1.57,6.08,459.49,3,95,53,59872,204,16,3,72,10,130.300985875645,2223
"Georgieboyy-11238",1034,2.68,3.01,52.1,26.15,26.15,8810.07,388.18,2.1,0.52,707.72,287,1439,1761,1251030,3713,2,57,1388,142.000006810389,1767.69061210648,3081
"kai-14285",104,2.79,3.52,57.9,29.37,29.37,0,1013.21,2.33,1.34,0,30,264,228,0,558,12,13,200,NA,NA,2897
"Logix-21402",652,2.58,3.26,56.9,25.31,25.31,8482.22,1447.5,2.04,1.94,683.29,88,484,678,491969,1468,15,20,568,58.0000282944795,720.000292701488,3256
"judge-11966",678,2.27,4.76,46.5,18.97,18.97,4599.38,9698.97,1.57,13.38,380.64,39,1426,563,662310,2731,2,43,1203,143.999843457162,1739.99054224464,3001
"Fury-12709",408,2.68,3.21,35.7,18,18,7573.79,1243.64,1.69,1.94,710.36,39,115,117,106033,252,12,2,94,13.9999920779425,149.266569063573,2143
"Milz-1289",279,2.39,3.34,57.9,19.12,19.12,7085.37,110.99,1.6,0.15,591.17,50,791,645,538488,1453,7,9,608,75.9999830636932,910.88519376829,2369
"SORA-14958",459,2.52,3.32,49.6,19.66,19.66,7074.92,1533.73,1.67,2.17,599.63,461,3299,3446,2624794,7294,54,129,2892,370.999813425452,4377.35603622234,2304
"Alicization-11197",514,2.52,4.18,55.3,22.83,22.83,7665.11,3271.89,1.84,4.4,619.13,30,490,438,360260,1073,2,16,426,46.9999778215838,581.881026601844,2842
"TheAnswer-31728",665,3.11,4.07,56.1,23.39,23.39,8078.82,485.11,2.04,0.71,705.88,205,1672,1696,1397635,4047,9,68,1300,172.99989354881,1979.98951663172,2627
"Rxderder-1579",620,2.62,3.05,63.2,21.71,21.71,8467.57,596.03,1.91,0.87,744.05,139,590,679,575795,1476,9,27,563,68.0000283434326,773.866003628788,2383
"Korlic-1983",879,2.52,3.46,51.1,24.7,24.7,8412.54,3081.33,1.96,4.08,668.02,157,908,991,757129,2223,10,20,883,90.0000475480651,1133.39271279303,2594
"toss-31243",184,3.34,5.27,63.6,21.48,21.48,6697,1331.45,2.25,2.32,701.59,125,330,470,294668,945,4,18,283,44,420.000285066777,2235
"REALMAGILLA-2167",195,3.53,3.99,45.5,26.69,26.69,9782.74,542.52,2.2,0.75,806.08,501,1594,2312,1506542,4110,33,57,1164,154.000004088834,1868.97330289798,2594
"Fakcup-2143",980,1.91,3.42,48.6,19.45,19.45,6338.45,4172.94,1.59,5.7,519.63,216,1093,1119,912737,2801,12,33,1464,144.000031553455,1756.51328830129,2742
"epoisses-1116",70,2.98,6.08,49.1,17.81,17.81,5428.29,6211.25,1.55,9,472.05,120,2103,1196,1161653,3811,14,54,1277,213.999804726719,2460.86855206016,1895
"NemeanVision-2584",112,2.34,5.19,51.2,17.44,17.44,5599.04,6865.69,1.47,9.66,472.6,236,1803,1652,1696510,5285,17,66,2260,303.000157169801,3589.73762166737,4235
"LastGuaridan-2419",211,1.04,1.08,0,0,11.7,3475.6,245.4,1.95,0.68,579.27,24,48,69,34756,117,12,2,112,10,59.9996547378597,1541
"RiskyTBH-2132",634,2.91,3.47,71.4,27.96,27.96,11161.21,2270.71,2.18,2.94,868.09,63,301,411,312514,783,3,11,269,28.0000107515225,360.001843126865,3044
"MeatGrinder-21832",615,2.43,3.9,48.5,22.08,22.08,7483.07,3023.35,1.86,4.23,628.85,207,878,1038,770756,2274,48,23,935,102.999971936652,1225.65953725054,2763
"Cardis-1297",1942,2.53,4.48,58.4,22.92,22.92,7118.27,4111.25,1.84,5.5,570.94,88,747,654,548107,1765,11,24,698,77.0000295015502,960.00805688864,2632
"Firebreak-21117",89,2.1,3.83,47.3,15.99,15.99,5190.49,5581.89,1.48,8.61,480.6,88,1380,751,778573,2398,11,16,1143,149.999903669981,1620.00208073242,2136
"JoDragonIn-1180",997,2.07,5.2,47.4,16.81,16.81,4457.12,8306.01,1.38,11.36,365.7,158,2408,1597,1515420,5715,18,69,2762,339.9998205119,4143.88843314192,3872
"Zyect-1130",368,2.45,4.48,46.8,19.21,19.21,6019.33,7279.07,1.61,10.19,505.62,121,945,853,758436,2420,7,34,987,126.000069775208,1500.0118666192,2619
"Toddyym2-2359",37,2.06,3.17,50,18.69,18.69,6155.85,3583.96,1.51,4.82,497.18,28,467,360,295481,897,9,15,436,48.0000324894206,594.313930568406,2213
"jwk996-1133",555,2.58,3.11,52.9,22.14,22.14,6918.79,296.81,1.82,0.41,569.68,47,740,544,484315,1550,4,20,600,69.9999566398171,850.152717314984,2312
"BrightHammer-275754",262,2.88,3.99,58.8,24.42,24.42,7874.56,2328.85,2.17,3.44,698.83,463,1657,2335,1393798,4322,31,77,1503,177.000111752276,1994.47362019375,2976
"Hyota-1743",1186,3.17,3.34,47.8,23.79,23.79,8345.3,362.84,2.14,0.54,750.23,388,1374,2077,1485463,4234,8,71,1337,177.999952068829,1980.01013022673,2883
"YuumeiRei-1806",694,2.79,5.57,39.3,22.11,22.11,6272.45,10882.8,1.82,14.94,516.55,39,942,454,526886,1857,8,32,665,84.0000318854674,1020.00967960507,2862
"Blank-13437",834,2.05,2.2,38.5,16.85,16.85,6021.08,579.62,1.58,0.91,564.24,25,199,169,156548,438,5,3,214,25.9999867133471,277.449312349355,2092
"SharpBanana-11826",750,2.5,4.2,55.9,20.29,20.29,7014.76,3872.81,1.73,5.5,597.95,111,388,512,413871,1197,8,11,479,59.0000228090483,692.149845304791,4347
"JAKETOBLO-2587",136,3.13,3.37,62.5,21.28,21.28,7654.82,433.72,1.97,0.67,709.22,68,347,379,306193,851,4,11,272,40.0000261273289,431.732043653591,2218
"PuMa-3349",684,2.4,2.53,57.1,18.16,18.16,5910.41,668.39,1.71,1.05,555.53,183,338,574,330983,1017,7,3,424,56.00000676772,595.796806653106,1800
"NOOBSEEKER-21660",153,2.5,3.24,54.6,22.36,22.36,7192.45,2006.32,2.05,3.07,659.31,29,168,200,158234,492,2,4,197,22.0000139034682,239.999393305122,2365
"TalTol-2614",211,2.17,2.32,42.3,20.09,20.09,7197.2,432.78,2.02,0.72,722.41,370,791,1421,885255,2471,2,27,1138,122.999916634247,1225.41908334602,1682
"Esper-11890",464,2.95,4.24,56.8,20.3,20.3,6359.63,2250.73,1.74,3.22,545.26,109,895,977,839471,2679,17,28,908,131.999974841304,1539.5792832777,3566
"Swmpus-2443",70,2.11,3.89,52.3,19.89,19.89,6904.29,3215.97,1.75,4.71,606.23,236,2057,1793,1491327,4296,28,40,2033,216.000052141495,2460.00197944674,2620
"Ecksedee-2983",710,3.29,3.58,52.6,27.89,27.89,10606.42,693.47,2.94,1.22,1119.57,57,171,295,201522,530,83,11,161,19.0000018856504,179.999464079959,3024
"Citygrove-1885",210,1.34,2.73,42,13.44,13.44,3616.36,5894.52,1.24,9.1,334.85,18,382,157,180818,672,8,5,501,50,539.997013588174,2031
"Speedead-2464",783,2.7,8.03,47.7,18.16,18.16,4275.16,11671.34,1.4,14.99,329.39,22,317,196,188107,799,3,2,296,43.999990643625,571.076839005434,3992
"Jehong-21414",77,2.14,5.77,51.9,16.99,16.99,4445.14,10127.96,1.38,13.71,360.92,101,1179,878,822351,3144,3,24,1470,185.000022496479,2278.4855369611,4246
"Nestosh-2486",510,2.06,3.86,54.6,19.18,19.18,5767.3,4228.14,1.76,6.46,528.67,22,363,305,253761,844,6,9,409,43.9999653217277,479.998865076513,4001
"Radon-21218",229,0.69,4.18,47.8,5.54,5.54,1391.26,10441.96,0.48,14.99,119.85,15,490,167,189212,754,0,7,1095,136.000460014663,1578.74009178139,2073
"Akan-21999",98,1.82,4,44.4,14.41,14.41,4569.72,4709.55,1.3,7.06,411.28,55,793,546,493530,1556,3,28,856,108.000052519629,1199.98541139856,2282
"Creep-1165",1033,2.51,2.73,55.3,28.65,28.65,10744.88,470.71,2.3,0.63,863.26,537,1865,3031,2020037,5387,14,91,2148,187.999959050264,2340.00996223617,3517
"DFS14-2526",294,2.34,2.92,49.6,21.19,21.19,8001.62,1649.79,1.77,2.3,668.33,139,1252,1178,984199,2606,28,33,1113,122.99996750658,1472.6243023656,2018
"Synapse-11764",684,2.94,3.07,45.9,27.34,27.34,10214.31,176.49,2.32,0.25,865.38,153,471,875,623073,1668,0,35,568,61.0000088111679,719.999306662969,3896
"Pelican-12391",840,3.21,3.66,51.5,26.92,26.92,10155.13,543.96,2.15,0.73,812.76,502,1542,2300,1655287,4388,7,62,1369,163.000079762642,2036.6245878242,3180
"Lantiate-1713",631,1.91,6.21,48.5,14.85,14.85,3258.82,10493.76,1.17,13.74,256.05,8,261,105,107541,490,3,7,257,32.9999815884277,420,2689
"JasonKezia-6933",551,2.22,3.43,44.6,21.3,21.3,7513.92,3665.2,1.63,4.68,575.95,67,988,692,623655,1768,19,22,798,82.999952088923,1082.82837051827,2646
"Moe-2843",584,2.64,3.85,50.7,23,23,7780.03,835.45,2.03,1.23,688.23,50,577,607,536822,1587,4,53,602,68.9999910026054,780.003777806838,4104
"AfifNoob-1875",815,2.89,4.69,54.6,22.82,22.82,7387,3845.93,1.89,5.31,611.48,179,2178,1925,1514334,4678,41,69,1616,204.999864627048,2476.50618172303,3142
"GodHand-11819",703,2.4,3.81,48.5,22.38,22.38,6714.85,4713.35,1.81,6.34,541.91,65,670,558,443180,1477,4,14,616,65.9999851076346,817.811075639866,2646
"LarryGTv-1190",217,2.96,3.44,50.5,24.45,24.45,9343.87,1110.7,2.08,1.58,795.05,198,1051,1036,906355,2372,3,20,801,96.9999582614056,1139.99748443494,2004
"GUN-22550",104,3.38,3.71,54.8,26.89,26.89,10533.17,701.74,2.43,1.06,952.24,526,1800,2678,1885437,4813,18,70,1422,178.999959176582,1980.00189027976,2720
"Crytex-2137",617,2.2,5.63,48.1,17.38,17.38,4380.37,10187.94,1.4,13.72,353.87,56,768,525,473080,1877,5,24,855,108.000009131649,1336.87512363297,3785
"JamieNoonZ-1853",851,2.11,5.54,51.4,17.31,17.31,4917.01,8259.14,1.39,11.07,395.43,41,1046,671,708049,2493,3,24,1179,143.999910514723,1790.57987507271,3947
"SergentSmoke-2781",424,2.27,3.87,41.3,21,21,7181.85,4630.68,1.69,6.22,578.75,101,736,630,574548,1680,5,18,739,80,992.739524838013,2408
"Legend-3301",392,2.47,3.22,47.9,18.19,18.19,6251.27,1429.5,1.65,2.16,565.48,94,261,435,300061,873,3,9,353,48.0000063986998,530.630614699017,2583
"AndroidDaddy-1254",117,2.32,3,48.5,18.4,18.4,6281.75,882.6,1.67,1.34,570.84,192,2196,1684,1438521,4213,12,50,1813,229.000039797827,2520.00735757831,1726
"Carb0nicAc1d-1830",614,1.75,4.48,61.1,14.53,14.53,3809.57,7659.67,1.2,10.52,314.06,21,833,317,342861,1308,5,12,749,89.9999212509548,1091.7054066102,2447
"Stepanovich-1991",726,2.05,2.44,39.7,22.03,22.03,7983.71,1136.86,1.8,1.55,652.73,109,499,598,463055,1278,14,18,623,57.9999774540909,709.412774041334,2964
"Akane-12339",535,2.89,3.66,50,25.47,25.47,8220.07,997.83,1.93,1.26,621.97,43,326,292,246602,764,5,11,264,29.9999878346535,396.485361030275,2754
"Goddess-11472",1697,3.08,7.9,59.2,18.78,18.78,5773.39,7903.76,1.57,11,482.02,125,825,855,721674,2347,16,26,763,125.000043302115,1497.18683872039,4224
"Rawx7-2854",605,2.37,2.83,46.9,22.46,22.46,7930.28,1899.34,2,2.81,704.84,464,1553,1934,1284706,3639,5,31,1535,162.00008070333,1822.69167470632,2280
"Misscrazy-2687",784,2.41,3.64,53.8,21.38,21.38,7292.86,2569.4,1.8,3.6,613.1,156,1161,924,853265,2502,18,46,1037,117.000052105758,1391.72239438917,2488
"SinfulGamer-1363",487,1.84,2.72,40.4,18.42,18.42,7489.58,2579.75,1.59,3.71,646.83,80,479,434,426906,1050,11,13,572,56.9999919888699,659.997217197718,2539
"Nixk-1810",382,2.38,2.57,46.3,25.95,25.95,8629.49,1055.73,2.04,1.38,677.84,152,348,599,353809,1064,17,8,447,40.9999895706467,521.965360557064,2890
"Goat-21868",494,2.13,3.69,47.8,19.7,19.7,6434.83,3607.57,1.89,5.76,616.67,15,184,200,148001,453,0,5,213,22.9999860136165,240.000324322571,3257
"Bry-11414",498,1.5,3.01,55,12.92,12.92,4302.02,4226.96,1.23,6.71,409.72,106,514,511,344162,1034,13,2,688,80.000092979577,839.993166064629,1989
"Paix-21642",812,2.32,2.79,49.2,24.14,24.14,9093.25,897.55,2.02,1.25,761.97,200,1173,1518,1109376,2945,22,55,1268,121.999945014159,1455.93133587937,2597
"rnrroni-1787",89,2.67,3.75,61.4,20.18,20.18,6707.36,1176.7,2.02,1.96,670.74,205,955,1109,764639,2301,4,32,863,113.999994036402,1139.99314190297,3167
"Obito-21639",598,3.27,3.73,57.1,26.86,26.86,9429.64,83,2.42,0.12,848.79,44,116,215,132015,376,5,6,115,14.0000042419435,155.533170748949,2592
"ichEsseDich-2296",372,2.21,3.57,52.4,20.65,20.65,6783.65,3492.12,1.77,4.98,581.01,303,1448,1585,1254975,3821,55,44,1728,184.999963146684,2159.9886404709,2680
"PegaBits-2155",95,2.43,3.46,43.7,19.14,19.14,6078.05,2382.59,1.63,3.39,518.42,101,732,636,528790,1665,11,14,686,86.9999424157419,1020.00308630068,1974
"NotoriousBad-1646",243,4.49,5.32,87.5,25.04,25.04,8740.88,972.96,2.5,1.62,874.09,56,261,292,209781,601,0,7,134,23.9999862714052,239.999313571829,2160
"BeardyChris-2493",244,3.1,3.4,70,28.35,28.35,9362.75,1794.8,2.49,2.63,822.26,33,243,293,187255,567,3,6,183,20,227.732104200618,2566
"KaRMa-22941",621,2.9,3.19,54.8,18.97,18.97,4436.68,627.45,1.96,1.08,458.46,22,354,172,137537,588,6,4,203,30.999981968499,299.997818784627,1052
"Ethex-2930",404,1.33,3.69,38.9,9.08,9.08,2574.06,7578,0.94,13.05,266.05,16,150,58,92666,327,19,2,245,35.9999378413868,348.302950573201,1823
"Hohenheim-11458",135,2.4,3.41,47.8,21.75,21.75,7290.86,2086.53,1.85,2.96,621.07,256,741,972,670759,2001,2,28,834,91.9999835410363,1080.00547442317,3050
"mellymooface-21987",1189,0.28,4.68,48.8,2.05,2.05,431.94,11991.65,0.17,16.71,36.11,12,551,157,208196,987,43,6,3513,482.002129925453,5765.6050955414,2179
"Bijeca-21952",561,2.34,3.5,40.2,20.09,20.09,7191.18,2899.46,1.71,4.1,610.62,101,700,803,661589,1848,5,18,790,92.000061186064,1083.4708984311,2571
"Biffly-2851",520,2.59,2.74,49.3,22.11,22.11,8635.51,470.61,1.87,0.66,731.29,597,1666,2282,1960260,5018,94,50,1939,226.999910833292,2680.5508074772,3370
"RickRhymez-1771",658,2.51,4.57,49.5,20.76,20.76,6858.63,4105.53,1.71,5.64,565.05,412,4000,3742,3326437,10071,39,168,4008,485.000211412483,5886.97814352712,4102
"louied-11743",153,2.65,4.89,48.6,20.08,20.08,5030.14,7984.67,1.7,11.26,425.67,118,1498,842,714280,2852,0,40,1078,142.000023856195,1678.01348462424,1793
"Atro-11610",498,2.09,4.99,50.5,18.39,18.39,4369.12,7757.48,1.61,11.31,382.3,47,1014,535,458758,1931,6,17,925,105.000091551617,1199.99476850641,1865
"Kat-13897",1177,2.05,3.87,48.1,18.41,18.41,5542.46,4383.41,1.52,6.03,457.47,97,792,684,576416,1915,15,28,936,104.000028868048,1260.00830655562,2381
"hallyholly-1983",340,2.4,3.31,49.3,20.01,20.01,6119.21,4336.06,1.74,6.29,532.45,130,483,569,409987,1341,5,20,559,66.9999885606149,770.00093905531,2045
"gaprap104-1364",438,3.47,5.59,51,25.44,25.44,7579.47,2164.8,2.07,2.93,616.48,175,2254,1723,1576530,5291,10,80,1526,208.000031664483,2557.30923955359,3082
"KEYZ-11921",800,1.98,2.73,51.4,18.64,18.64,6932.91,1860.98,1.56,2.59,578.75,183,1626,1725,1511375,4063,22,58,2051,218.000089428537,2611.44708423326,2752
