Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
socksu-2410,39,0,3.49,4.23,68.8%,31.11,31.11,"10,852.61",892.08,2.66,1.27,926.42,195,568,"1,045","694,567","1,991",5,38,570
SuperGomez-1255,744,"4,231",2.81,3.60,49.3%,24.59,24.59,"8,589.23","1,015.84",2.00,1.38,699.44,65,697,791,"644,192","1,844",14,49,656
murizzz-1321,"1,144 ","4,160",2.43,3.20,41.4%,22.79,22.79,"8,235.26",922.14,1.97,1.33,710.16,151,402,667,"477,645","1,322",4,13,545
Chilra-1996,793,"4,158",2.82,8.15,61.2%,21.90,21.90,"5,608.29","7,021.57",1.99,10.62,508.90,15,474,336,"274,806","1,073",4,31,380
MadMacks-11641,"1,281","4,117",2.23,3.09,49.2%,23.54,23.54,"9,090.02","2,306.13",1.84,3.00,709.50,518,"1,574","2,305","1,736,194","4,496",10,52,"2,020"
ResQ-21304,477,"4,157",2.22,3.31,45.2%,19.65,19.65,"7,573.32","1,851.92",1.69,2.66,652.15,35,511,423,"469,546","1,218",15,36,549
Superyosh-2324,469,"4,119",3.29,4.39,50.6%,25.74,25.74,"9,983.94","1,002.11",1.99,1.29,770.95,194,752,919,"808,699","2,085",5,31,634
Excalibur-12312,"1,012","4,155",2.65,3.00,49.2%,26.52,26.52,"9,596.32",629.70,2.29,0.90,827.11,431,"1,464","2,582","1,736,934","4,801",11,129,"1,812"
Catherine-11702,546,"4,154",0.54,5.92,51.8%,3.69,3.69,803.15,"12,557.46",0.31,17.44,66.93,8,103,103,"68,268",314,2,6,582
Optidox-1934,926,"4,153",2.25,4.22,60.0%,18.65,18.65,"6,205.40","3,230.50",2.07,5.98,689.49,25,142,131,"124,108",373, 3,5,166
HiFriendz-1209,599,"4,062",1.95,3.16,52.9%,17.71,17.71,"5,867.18","2,608.65",1.49,3.66,494.47,10, 112,123,"99,742",301,2,4,154
Ken-22281,"1,402","4,180",2.64,3.38,48.8%,22.83,22.83,"9,267.84","1,361.02",1.93,1.92, 784.25,198,967,"1,308","1,121,409","2,763",10,47,"1,045"
Trippy-21655,115,"3,640",3.61,5.24,30.0%,24.20,24.20,"8,188.60",773.80,2.14,1.14,724.01,3,120,65,"81,886",242,2,3,67
Bagel-11404,"1,956","4,149",1.31,5.36,52.2%,10.37,10.37,"3,677.60","8,571.80",0.88,12.17,313.28,112,764,731,"676,679","1,908",11,36,"1,452"
Fareeha-1186,790,"4,245",2.40,4.13,57.3%,23.48,23.48,"7,470.87","4,810.11",1.75,5.99,558.07,108,558,743,"560,315","1,761",22,23,735
kids-4579,896,"4,210",3.95,5.81,57.1%,25.27,25.27,"8,731.21","1,714.15",2.17,2.46,751.36,157,"1,138","1,304","1,100,133","3,184",5,56,806
Alexis-13714,"1,114","4,146",1.84,3.61,51.0%,18.79,18.79,"7,223.66","4,327.60",1.57,6.01,601.97,360,922,"1,428","1,047,431","2,724",14,61,"1,484"
berezaa-11503,612,"4,145",1.97,5.82,52.5%,19.82,19.82,"6,002.74","8,450.84",1.60,11.39,485.39,60,593,475,"480,219","1,586",8,29,807
Anforgiven-1736,142,"4,143",1.36,5.53,52.0%,11.44,11.44,"4,085.76","8,405.76",1.19,14.59,425.60,11,102,99,"102,144",286,9,5,210
Aspire-22397,791,"4,189 ",2.19,4.16,52.5%,19.05,19.05,"6,126.61","4,689.15",1.57,6.44,504.71,112,740,677,"618,788","1,924",8,26,879
Sepi-2412,962,"4,073",1.99,5.26,50.3%,16.59,16.59,"4,981.33","9,002.38",1.37,12.35,409.89,138,"2,650","1,639"," 1,922,794","6,404",41,64,"3,218"
baychi-1811,616,"4,001",2.28,3.30,42.9%,21.00,21.00,"7,715.90","1,620.19",1.74,2.24,638.85,50,328,339,"324,068",882,5,12,386
Flux-22522,618,"4,205",2.79,4.91,56.2%,22.99,22.99,"6,328.82","5,476.43",1.89,7.52,521.48,199,"1,329","1,527","1,069,571","3,886",46,62,"1,392"
Tia-22656,849,"4,231",2.76,5.72,53.8%,22.06,22.06,"7,027.52","6,574.11",1.80,8.95,574.08,126,"1,139","1,114","1,018,990","3,199",10,47,"1,159"
ChesterLP-2208,"1,207","4,137",2.51,3.24,49.7%,23.17,23.17,"9,298.94",813.53,1.85,1.08,740.81,68,"1,612","1,321","1,459,934","3,638",30,77,"1,452"
NoluZz-2800,"1,305","4,133",2.19,5.64,49.8%,17.76,17.76,"5,919.43","8,739.30",1.44,11.82,480.30,125 ,"1,487","1,149","1,284,516","3,855",22,37,"1,762"
Budabe-1192,428,0,1.66,19.50,50.0%,26.50,26.50,"8,664.50","54,661.00",1.91,65.58,623.72,17,14,32,"17,329",53,4,63,32
deadweeb-2392,422,0,2.46,5.63,45.1%,19.35,19.35,"6,098.96","6,541.38",1.57,8.86,495.61,47,527,421,"433,026","1,374", 13,12,559
ShadowStep-11780,290,"4,131",3.05,4.51,64.7%,24.71,24.71,"8,263.65","3,133.79",2.00,4.23,668.96,32,368 ,340,"280,964",840,3,23,275
Yxshii420-2812,881 ,"3,922",1.59,5.50,46.9%,11.16,11.16,"2,603.16","10,678.08",1.00,15.88,232.21,8,222,125,"127,555",547,16,4,345
Princess-12949,224,"4,129",0.54,5.93,44.4%,3.93,3.93,878.69,"11,117.56",0.35,16.68,79.08,10,95,80,"47,449",212,0,3,391
Taimou-2526,856,"4,127",2.47,2.72,50.2%,26.16,26.16,"10,376.38",676.41,2.07, 0.89,821.96,"1,139","1,761","4,304","2,728,987","6,881",6,66,"2,785"
TuGp-2673,424,"4,127",2.19,3.73,53.9%,20.24,20.24,"6,730.12","3,482.79",1.75,5.03,583.28,46,620,556,"524,949","1,579",4,20,720
Demiurgic-2503,700,0,1.90,4.68,9.1%,16.91,16.91,"5,219.55","8,629.73",1.21,10.32,374.36,5,57,56,"57,415",186,7,18,98
FlameTurtle-1599,"1,279","3,941",2.73,3.83,47.4%,22.90,22.90,"8,279.61","2,292.83",1.89,3.16,684.98,541,"2,578","3,190","2,566,679","7,100",37,126,"2,605"
Jamal-12856,321,"4,083",1.70,4.84,52.1%,13.84,13.84,"3,988.13","7,552.94",1.12,10.15,321.72,50,865,539,"582,267","2,020",5,20,"1,188"
GeneralDelta-21224,990,"4,123",2.88,3.92,49.5%,24.79,24.79,"9,539.19","1,763.69",1.99,2.36,766.01,352,"1,715","2,126","1,793,368","4,661",15,66,"1,616"
Renanthera-1801,"1,577"," 4,078",2.29,4.67,54.8%,20.19,20.19,"6,486.74","4,590.87",1.60,6.05,513.24,12,326,153,"201,089",626,2,7,273
MurderDeath-11449,462,"4,122",2.42,2.84,48.5%,23.27,23.27,"82,566.45","1,823.67",2.13,2.79,"7,568.59",81,282 ,410,"2,724,693",768,5,8,317
Shirese-2489,825," 3,911",2.06,4.34,51.8%,17.04,17.04,"5,280.54","6,280.98",1.45,8.88,448.16,30,402,257,"295,710",954,3,11,463
xhiroz-2390,311,"3,776",2.35,2.83,46.4%,22.14,22.14,"9,675.64","1,692.79",1.83,2.33,800.35,75,207,324,"270,918",620,0,7,264
Ezeckiel-1260,792,"3,699",2.59,4.78,57.7%,23.42,23.42,"7,843.27","6,294.00",1.70,7.62,569.89,22,271,246,"203,925",609,2,12,235
Adog-11240,"1,356","4,118",3.12,5.05,51.2%,23.22,23.22,"7,288.74","2,335.18",1.92,3.22,602.72,54,"1,410",970,"940,248","2,995",21,39,961
iSuda-2174,746,"4,117",2.40,3.37,59.0%,23.15,23.15,"8,194.36","1,683.10",1.77,2.15,627.24,27,385,342,"319,580",903,6,12,376
Aribides-1729,837,"4,116",3.21,7.58,53.6%,21.78,21.78,"5,569.21","11,448.86",1.86,16.25,474.41,43,"1,471",691,"768,551","3,006",11,52,935
Whoru-31985,578," 4,115",3.11,3.86,49.7%,23.37,23.37,"9,394.63","1,383.01",1.95,1.92,784.29,269,809,"2,038","1,381,011","3,436",2,56,"1,104"
Juhis-21588,"1,061","4,113",2.22,3.40,50.4%,22.67,22.67,"8,367.52","2,501.32",1.81,3.33,668.44,150,"1,248","1,365","1,163,085 ","3,151",4,68,"1,422"
maxuno-2383,533,"4,032",2.75,4.13,50.0%,22.64,22.64 ,"7,533.07","2,345.53",1.92,3.31,638.26,59,471,501,"436,918","1,313",8,21,477
Mournflakes-1238,759,"4,111",2.68,3.83,58.1%,24.48,24.48,"7,958.48","3,405.10",2.11,4.89,685.31,52,338,356,"246,713",759,7,12,283
NewbMcNasty-2335,431,"4,033",2.23,2.76,49.4%,19.82,19.82,"7,539.22",459.30,1.62,0.62,615.42,32,691,553,"625,755","1,645",5,20,739
FPGG-1711,480,"4,020",1.01,4.41,50.4%,9.62,9.62,"2,202.06","9,621.98",0.78,13.04,179.12,37,582,369,"301,682","1,318",7,14,"1,311"
Teil-11595,430,"4,107",2.89,7.32,57.9%,22.57,22.57,"6,882.54","5,959.86",1.91,8.39,581.19,84,766,592,"523,073","1,715",2,23,594
doorknobs-11530,"1,084","3,846",2.29,3.14,48.3%,23.27,23.27,"8,985.57","1,891.92",1.82,2.47,704.34,317,"1,708","2,142","1,895,956 ","4,911",33,80,"2,148"
Wallah-11605,572,"4,222",2.54,5.58,51.7%,18.34,18.34,"5,187.97","6,703.05",1.54,9.39,435.82,138,"1,059","1,000","773,007","2,733",4,39,"1,078"
SFJ-21605,323,"4,104",2.71,4.05,45.8%,23.10,23.10,"9,152.93","1,350.27",1.87,1.82,741.88,87,905,963," 979,364","2,472",10,42,913
Niz69-2992,661,"4,081",1.48,5.20,44.0%,11.34,11.34,"2,670.54","10,216.38",0.98,14.66,229.90,6,208,124,"133,527",567,2,2,382
MrxMoonZ-2662,"1,342","4,078",2.45,4.60,46.8%,20.34,20.34,"6,855.71","4,178.39",1.69,5.79,570.10,72,491,430,"425,054","1,261",5,18,515
Deadshot-22406,757,0,2.31,3.04,61.2%,20.98,20.98,"7,471.38","1,910.38",1.71,2.60, 609.74,264,563,"1,020","635,067","1,783",0,11,771
jester-13938,255,0,2.82,4.23,67.9%,24.14,24.14,"7,443.61","3,189.29",1.82,4.00,559.62,38,238,304,"208,421", 676,2,3,240
RosaPo-2978,414,"4,099",3.42,5.35,52.9%,25.78,25.78,"8,522.89",735.31,2.28,1.08,753.95,73,"1,416","1,192","1,176,159","3,557",9,128,"1,039"
LilJuice-2595,"1,133","4,099",1.79,3.75,50.8%,18.22,18.22,"6,331.60","4,393.54",1.49,5.98,517.34,105,"1,569","1,207","1,272,652 ","3,663",15,52,"2,043"
MrOShag-11488,169,"4,098",1.57,4.05,57.9%,15.63,15.63,"5,051.53","4,905.68",1.24,6.47,399.91,7,142,102,"95,979",297,3,11,189
Codebreaker-11652,"1,376","3,963",2.63,3.05,49.0%,23.91,23.91,"9,234.21",524.64,2.08,0.76,803.73,947,"1,888","3,524","2,391,661","6,192",2,85,"2,353"
Nemo-12351,344,"4,232",2.60,6.25,51.5%,18.09,18.09,"4,781.64","9,208.64",1.41,11.96,372.60,21,259,110,"157,794",597,16,7,230
Rare-31440,"1,640","4,094",3.25,4.37,47.9%,24.55,24.55,"8,274.75","1,613.80",1.98,2.17,666.15,368,"3,318","3,188","2,747,217","8,149",36, 139,"2,506"
HighNoot-1870,750,"4,093",1.93,3.48,50.0%,17.81,17.81,"6,781.81","4,648.25",1.47,6.41,560.94,46,235,237,"217,018",570,3,12,296
BeataMax-1800,728,"3,455",2.08,5.22,49.2%,18.12,18.12,"4,546.24","9,900.80",1.46,13.32,366.87,301,"2,145","1,625","1,395,695","5,562",23,66,"2,668"
Snow-14147,"1,462","4,091",1.55,4.53,40.0%,12.44,12.44,"3,020.33","10,695.47", 1.05,15.05,254.99,12,251,128,"135,915",560,5,9,361
DanDyMan-11599,106,"4,091",2.94,7.37,50.9%,19.66,19.66,"5,969.42","5,566.17",1.76,8.29,533.63,34,490,370,"352,196","1,160",6,29,394
Snipzy-2607,932,"3,838",3.18,4.58,53.9%,26.89,26.89,"8,530.38","2,307.25",2.09,2.98,661.46,141,759,946,"648,309","2,044",3,27,643
Theomatic-21780,950,"4,205",3.03,3.96,52.3%,23.52,23.52,"8,440.88","2,254.49",1.87,2.99,671.03,389,"2,198","2,741","2,228,391","6,210",36,79,"2,050"
Azrael-11705,"1,184","4,088 ",1.79,2.73,49.2%,18.96,18.96,"5,525.68","2,801.54", 1.56,3.85,455.43,339,"1,111","1,236","989,096","3,394",8,50,"1,897"
Typhoon-11624,704,"4,009",2.14,3.01,47.5%,20.03,20.03,"7,275.03","2,846.24",1.72,4.07,623.84,142,740,"1,021","858,454","2,364",2,41 ,"1,104"
MrPlatypus-11627,610,"3,993",4.08,6.24,50.0%,25.30,25.30,"8,533.10","1,460.10",2.19,2.11,738.58,7,94,88,"85,331",253,5,8,62
YoungSpamzo-2504,398,0,2.48,8.78,25.0%,22.62,22.62,"8,850.38","12,386.88",1.90,17.33,742.95,26,53,114,"70,803",181,3,2,73
Kanscer-2967,594,0,1.63,3.41,0.0%,0.00,22.00,"5,182.50","11,243.00",1.33,11.32,312.98,99,19,12,"10,365",44,14,134,27
BAITO-21394,"1,406","4,082",2.43,3.48,46.8%,23.70,23.70,"8,693.31","2,224.94",1.90,2.96, 695.08,219,979,"1,387","1,077,971","2,939",25,41,"1,208"
Eyasluna-2890,106,"4,081",2.53,4.28,54.4%,21.85,21.85,"6,470.52","3,457.04",1.79, 4.72,529.52,183,"2,342","1,946","1,630,570","5,505",35,68,"2,179"
Fearless-11733,"1,140","3,989",2.67,3.21,51.3%,24.82,24.82,"8,351.08","1,098.18",2.00,1.48,673.12,670,"2,066","2,962","1,987,556","5,907",9,55,"2,215"
Clarity-21915,21," 4,079",2.29,3.50,50.9%,19.64,19.64,"6,956.52","2,538.29",1.74,3.75,616.09,167,876,986,"820,869","2,317",14,30,"1,010"
BONZO-21207,383,"3,856",2.66,4.48,55.3%,23.08,23.08,"7,850.18","3,906.50",1.96,5.54,668.30,40,327,290,"298,307",877,10,7,330
Skyward-11471,593,"4,106",2.55,3.80,51.5%,23.44,23.44,"7,802.58","2,847.82",1.78,3.61,593.65,123,491,656,"514,970","1,547",4,32,607
Paarthurnax-1828,"1,107 ","4,075",1.62,3.97,53.6%,15.30,15.30,"5,088.20","5,759.04",1.26,7.88,417.96,32,456,351,"351,086","1,056",5,19,652
Geekins-1195,181,0,3.18,4.35,65.9%,28.28,28.28,"9,551.56","2,204.75",2.35,3.05,792.41,570,"1,507","2,304","1,595,111","4,723",9,44,"1,485 "
Jorik-21105,338,0,1.06,2.41,0.0%,0.00,9.00,"4,503.00","4,466.50",0.83,6.83,413.12,38,9,3,"9,006",18,29,27,17
PapaHYON-2822,971,"4,121",2.20,2.76,53.8%,22.92,22.92,"7,407.22","1,232.21",1.83,1.64,590.19,443,773,"1,441","785,165","2,429",23,16,"1,103"
TheDog-11867,548,"3,923",2.71,3.65,46.3%,25.93,25.93,"9,518.15","2,184.91",2.00,2.81,733.79,258,"1,111","1,555","1,170,733","3,189",18,56,"1,177"
Yozz-2588,983,0,2.37,4.01,49.3%,19.14,19.14,"6,156.34","4,087.15",1.68,5.97,539.74,36,525,402,"437,100","1,359 ",25,14,573
AVALLA-3836,559,"4,070",0.41,5.87,48.4%,3.32,3.32,735.65,"12,504.84",0.27,17.21,60.73,15,286,165,"156,693",708,5,3,"1,712"
Tricky-21786,591,"4,069",3.48,5.38,54.3%,25.94,25.94,"7,538.77","1,321.34",2.52,2.14,732.94,40,368,304," 263,857",908,7,17,261
Shocky-11525,"1,662",0,1.74,3.78,41.4%,15.48,15.48,"4,932.03","5,590.97",1.28,7.73,409.16,11,201,136," 143,029",449,3,8,258
UncleDevvo-2104,649,0,0.86,3.57,0.0%,0.00,6.00,"2,433.00","6,667.00",0.70,13.05,285.68,27,3,257,"2,433",6,23,16,7
Braap-1950,992,"4,053",2.97,4.72,47.8%,21.91,21.91,"7,851.02","1,859.66",1.75,2.48,628.33,69,935,636,"722,294","2,016",51,29,678
soupfood-1160,279,"4,112",2.33,3.28,54.7%,20.98,20.98,"7,445.27","1,155.97",1.71,1.57,607.52,27,614,438,"476,497","1,343",7,23,576
PMA-31532,328,"4,064",3.09,3.66,51.9%,21.42,21.42,0.00,"1,272.81",2.07,2.05,0.00,344,487,"1,034",0,"1,735",2,9,561
GGnoREKOBE-1940,"1,086","4,062",2.67,4.19,51.7%,23.46,23.46,"7,921.42","2,205.62",1.93,3.02 ,649.97,73,892,760,"705,006","2,088",5,32,781
Gorilla-11477,"1,083","4,098",2.32,5.21,49.6%,16.96,16.96,"5,073.85","6,402.93",1.41,8.89 ,422.60,143,"2,023","1,515","1,349,643","4,512",25,70,"1,947"
Kiyomaro-1184,"1,126","4,059",2.74,3.63,46.9%,25.24,25.24,"9,870.22","1,437.15",2.04,1.94,797.59,537,"1,470","2,271","1,579,236","4,039",3,61,"1,475"
Babysheeps-1907,"1,146","3,903",2.56,4.81,66.7%,20.79,20.79,"6,023.46","4,574.88",1.72,6.29,497.29,5,209, 143,"144,563",499,2,5,195
Sandwich-2153,585,"4,057",2.06,2.76,50.0%,20.20,20.20,"7,721.72",395.05,1.66,0.54,633.58,29,549,498,"494,190","1,293",6, 38,627
Stinkyboy-11719,417,"4,056",2.63,2.70,55.4%,21.94,21.94,"8,060.81",260.67,1.79,0.35,657.66,243,"1,505","1,484","1,410,642","3,839",71,34,"1,459"
darren-6177,151,"4,055",2.77,3.76,54.5%,27.97,27.97,0.00,"3,035.80",2.11,3.82,0.00,517,"2,200","2,916",0,"5,957",15,78,"2,149"
Nyohl-1885,"1,347","4,054",2.50,4.19,54.3%,21.73,21.73,"6,445.00","2,613.01",1.80,3.61,534.11,113,554,612,"451,150","1,521",13,17,609
Executing-1955,432,0,3.94,4.81,83.3%,30.83,30.83," 9,874.33",89.33,2.52,0.12,806.07,6,74,69,"59,246",185,5,2,47
Dolcebella-2882,698,"4,052",0.55,6.69,52.4%,4.24,4.24,930.09,"12,237.51",0.35,16.63,75.82,35,337,279,"209,271",954,0,8,"1,750"
Pyro-22686,628,"4,210",2.32,3.14,49.1%,23.17,23.17,"7,893.84","1,861.59",1.90,2.55,648.00,269,772,"1,238","836,747","2,456",18,31,"1,057"
Chocomann-1679,631,"3,481",1.92,5.27,26.7%,14.07,14.07,"3,918.60","10,013.13",1.11,13.12,308.09,8,90,70,"58,779",211,3,12,110
Fungus-1532,"1,093","4,048",2.31,2.47,49.3%,24.56,24.56,"8,737.25","1,108.55",1.98,1.49,705.94,600,"2,232","3,015","1,948,407","5,476",2,105,"2,370"
HFA-21514,"1,837","3,923",2.05,2.48,49.8%,22.57,22.57,"9,134.92","1,259.88",1.84,1.71,743.38,690,"2,730","3,183","2,877,501","7,108",107,88,"3,471"
nani-11773,156,"3,838",2.30,4.95,45.5%,17.43,17.43,"5,189.09","6,582.64",1.46,9.20,435.05,34,321,208,"228,320",767,7,7,333
Zagi-2328,970,"4,019",2.54,3.14,48.4%,24.81,24.81,"9,299.45","2,085.70",1.96,2.74,733.37,358,"1,072","1,677","1,190,330","3,176",5,29,"1,250"
Sora-23544,199,"4,272",2.24,2.61,60.3%,26.94,26.94,"10,488.65",822.92,2.11,1.08,822.72,227,522,950,"660,785","1,697",17,20,758
XVIII-21137,57,"4,043",2.19,3.00,51.3%,23.82,23.82,"8,346.06","1,710.08",1.92,2.30,673.90,"1,170","4,046","5,947","4,164,685","11,884",58,220,"5,429"
Reapsus-1814,110,"4,043",2.11,2.11,48.0%,26.08,26.08,"9,854.50","1,083.76",2.14,1.48,809.78,467,"1,844","2,951","1,970,901","5,215",0,126,"2,472"
Theguyphilip-1636,608,"3,808",2.71,3.73,45.7%,24.58,24.58,"9,086.91","2,304.53",1.91,2.99,707.60,179,926,"1,112","835,996","2,261",7,37,835
Yash-21421,250,"3,721",2.69,3.00,46.6%,23.98,23.98,"9,219.62",234.28,2.01,0.33,770.85,130,487,641,"534,738","1,391",7,29,518
Xeno-12140,"2,031","3,989",3.15,3.71,53.5%,27.82,27.82,"10,527.18",663.15,2.28,0.91,863.23,771,"2,562","4,435","3,263,425","8,624",28,154,"2,737"
Avoid-21637,314,"4,039",2.28,3.12,47.9%,22.18,22.18,0.00,"3,224.38",1.75,4.23,0.00,"2,043","7,618","9,326",0,"21,364",91,305,"9,360"
Frost-16912,671,"4,218",2.28,4.88,51.5%,19.37,19.37,"5,968.21","7,487.36",1.52,9.79,468.34,135,"1,278","1,040","996,691","3,234",11,39,"1,419"
Peppermint-21949,395,"4,037",3.86,5.47, 71.6%,28.00,28.00,"9,359.96","2,231.55",2.61,3.46,871.76,272,839,"1,296","889,196","2,660",6,40,690
Leomet-21196,120,"4,036",2.42,3.12,50.9%,22.59,22.59,"7,929.28","1,433.57",1.90,2.01,666.67,355,"1,504","1,929","1,340,049","3,818",6, 52,"1,578"
Gillas-21668,"1,427","4,153",2.33,3.14,47.4%,22.42,22.42,"7,497.63","1,285.05",1.77,1.69,592.82,12,169,150,"142,455",426,2,6,183
Provoxin-1418,"1,489"," 3,852",2.36,7.93,42.9%,14.36,14.36,"3,284.14","11,220.14",1.19,15.46,271.58,6,80,44,"45,978",201,6,2,85
Kaalor-1805,810,"4,033",2.70,3.97,51.9%,24.81,24.81,"8,265.89","1,507.00",2.23,2.26,743.93,10,320,226,"223,179",670,3,15,248
JoDragonIn-1180,997,"3,872",2.07,5.20,47.4%,16.81,16.81,"4,457.12","8,306.01",1.38,11.36,365.70,158,"2,408","1,597","1,515,420","5,715",18,69,"2,762"
Aarrgon-1925,548,"4,031",2.15,3.98, 50.0%,19.62,19.62,"6,582.93 ","2,558.16",1.72,3.75,578.50,15,475,418,"381,810","1,138",6,36,529
MrPrawes-1992,"1,826","3,702",1.58,4.89,47.5%,14.02,14.02,"3,703.63","9,251.44",1.15,12.66,304.19,119,"2,098","1,027","1,199,977","4,542",72,22,"2,874 "
Beezzy-11913,918,"4,249",2.53,3.83,56.9%,20.58,20.58,"6,612.67","3,866.17",1.72,5.39 ,553.40,205,805,"1,012","720,781","2,243",13,30,886
Wogo-1507,"1,196","4,028",2.21,3.10,50.0%,18.74,18.74,"6,898.56","1,731.26",1.69,2.61,623.97,57,196,292,"234,551", 637,2,10,288
PyroArmy-2185,"1,328","4,027",2.53,2.96,50.0%,25.02,25.02,"6,881.03","1,100.51",2.10,1.54,578.41,922,"2,818","4,765","2,394,597","8,706",14,101,"3,446"
Snappy-21652,"1,058","4,027",2.10,3.54,52.0%,20.88,20.88,"7,066.79","3,014.90",1.62,3.91,549.64,79,832,775,"692,545","2,046",18,28,973
Matty2Step-1962,318,0,2.69,4.71,0.0%,0.00,24.20,"9,474.60","3,335.00",1.79,4.12,702.34,8,46,37,"47,373",121,8, 3,45
Anlipse-2418,639,"4,023",2.59,3.66,46.0%,23.75,23.75,"8,281.68","1,747.05",1.99,2.44,693.43,243,"1,856","2,067","1,747,434","5,012",14,107,"1,938"
PaloufCalme-21145,949,"4,023",1.91,6.17,72.2%,13.56,13.56 ,"3,074.28","6,413.61",1.31,10.33,297.06,5,96,82,"55,337",244,21,5,128
LugiaW-2787,730,"4,024",2.28,6.72,58.1%,17.75,17.75,"4,566.65","9,122.90",1.48,12.68,380.72,84,947,669,"566,265","2,201",16,32, 964
Tiltwide-2872,233,"4,022",2.10,5.02,47.2%,18.09,18.09,"5,877.36","6,807.83",1.48,9.28,480.88,45,828,579,"634,755","1,954",6,37,931
Oriolait-2767,348,"4,150 ",2.40,7.68,65.0%,18.35,18.35,"4,387.35","11,202.40",1.43,14.50,340.77,7,163,76,"87,747",367,2,2,153
Win-21451,759,"3,845",2.99,4.58,48.7%,24.15,24.15,"9,125.69","1,882.50",1.91,2.48,721.05,254,"1,764","1,764","1,688,253","4,467",10,81,"1,496"
Zabyjacik-2881,789,0,0.95,3.78,0.0%,0.00,8.75,"3,079.50","11,336.50",0.73,15.78,257.16,11,11,8,"12,318",35,0,0,37
Kado-4109,551,"4,019",3.37,6.01,75.0%,24.32,24.32,"7,581.07","3,424.82",2.27,5.33,707.57,46,218,262,"212,270",681,5,17,202
Variation-1212,738,"4,123",1.97,3.42,48.5%,20.28,20.28,"6,507.29","3,554.65",1.61,4.72,517.98,92,"1,040",675,"657,236","2,048",4, 26,"1,039"
DaddyGandy-2583,114,0,2.15,2.41,49.0%,23.69,23.69,"10,503.65",497.80,1.91,0.67,844.52,189,337, 701,"514,679","1,161",2,18,540
Aisey-2276,991,"4,112",2.92,4.87,47.5%,23.65,23.65,"8,108.02","3,672.57",1.94,5.02,664.77,315,"1,779","2,365","1,791,872","5,226",12,82,"1,790"
Sireku-1706,578,"3,927",2.68,3.97,55.4%,22.43,22.43,"7,125.21","1,649.61",1.84,2.25,583.32,61,840,717,"655,519","2,064",5,39,771
Algeseven-2787,"1,332","3,340",2.10,3.64,45.7%,18.79,18.79,"5,991.04","4,460.39",1.59,6.30,507.64,251,717,"1,003","694,961","2,180",3,14,"1,038"
DrugPanda-1523,"1,104","3,712",2.32,3.38,48.5%,21.16,21.16,"7,194.12","3,017.18",1.82,4.32,618.17,581,"1,907","2,646","1,913,636","5,628",10,65,"2,422"
Sturmy-21245,892, 0,1.81,5.52,55.0%,17.18,17.18,"5,158.28","7,175.06", 1.39,9.65,416.27,67,"1,233",753,"778,900","2,594",18,23,"1,433"
Animetic-2606,"1,611","4,015",0.57,5.19,48.9%,4.34,4.34,858.30,"12,188.58",0.36,16.72,70.66,37,262,204,"152,777",773,4,6,"1,360"
Mocolaca-2807,"1,709","4,013",2.31,4.50,48.9%,21.36,21.36,"7,224.98","4,317.41",1.78,6.01,603.63,451,"3,439","3,326","2,824,967","8,353",36,181,"3,609"
StarKill-21437,624,0,3.44,5.06,50.0%,31.00,31.00,"10,621.50","24,492.50",2.06,27.06,704.19,38,17,22,"21,243",62,3,16,18
jjb17-2466,67,"4,012",2.96,3.43,69.3%,27.23,27.23,0.00,"1,863.41",2.27,2.59,0.00,190,828,"1,024",0,"2,042",15,26,689
Spugedius-2881,675,"4,012",2.12,5.98,38.3%,16.41,16.41,"5,516.60","7,847.40",1.30,10.39,438.35,66,597,453,"518,560","1,543", 21,17,729
IvoF-21511,124,0,2.92,20.50,25.0%,26.25,26.25,"9,359.50",276.50,2.21,0.39,788.17,7,28,52,"37,438",105,7,49,36
Cangns20-2450,429,0,2.80,3.84, 66.7%,23.33,23.33,"7,034.33",422.67,2.31,0.70,694.94,4,14,27,"21,103",70,2,2,25
Player-212831,233,"4,010",2.70,3.60,48.5%,22.24,22.24,"8,719.82",769.97,2.04,1.18,799.32,27,298,276,"287,754",734,0,16,272
December15th-1216,42,"4,159",3.81,4.48,71.3%,27.41,27.41,"9,597.78",194.00,2.34, 0.28,819.90,58,776,810,"767,822","2,193",17,53,576
PureIrish12-2135,365,"3,586",2.60,3.42,33.3%,22.51,22.51,"8,969.70","1,310.18",1.79,1.73,712.15,51,479,533,"511,273","1,283",14,17,494
Tico-12961,"1,122","4,005",1.97,3.40,50.9%,17.88,17.88,"6,086.41","2,942.15",1.49,4.08,506.09,104,"2,109","1,694","1,710,282","5,024",54,85,"2,554"
SpaceDuck-11298,"2,693","3,870",1.77,5.36,49.6%,14.89,14.89,"3,562.14","8,705.72",1.24,12.04,295.63,181,"3,650","2,167","1,916,429","8,012",35,98,"4,522"
Leum-11234,991,"4,293",3.40 ,4.67,55.6%,25.64,25.64,"8,532.62","1,940.31",2.05,2.59,682.39,44,400,487,"383,968","1,154",2,19,339
uLouiz-1555,677,"4,008",3.22,4.12,70.6%,27.26,27.26,"8,328.26",71.50,2.58,0.11,786.56,26,372,342,"283,161",927,2,18,288
